Diesel, Benzin E10,Benzin E5, LPG, Uhrzeit, Tanlstelle
1.56,1.69,1.72,0.88,2021-11-25 02:26:52.777780,37955
1.56,1.67,1.73,0.86,2021-11-25 02:26:56.930554,40018
1.56,1.65,1.71,0.81,2021-11-25 02:37:02.061225,21974
1.59,1.65,1.71,0.75,2021-11-25 02:37:05.648298,10063
1.56,1.69,1.72,0.88,2021-11-25 02:37:09.330825,37955
1.56,1.67,1.73,0.86,2021-11-25 02:37:12.855471,40018
1.56,1.65,1.71,0.81,2021-11-25 02:47:16.509618,21974
1.59,1.65,1.71,0.75,2021-11-25 02:47:20.419244,10063
1.56,1.69,1.72,0.88,2021-11-25 02:47:24.387415,37955
1.56,1.67,1.73,0.86,2021-11-25 02:47:28.179507,40018
1.56,1.65,1.71,0.81,2021-11-25 02:57:32.249937,21974
1.59,1.65,1.71,0.75,2021-11-25 02:57:36.017397,10063
1.56,1.69,1.72,0.88,2021-11-25 02:57:40.598767,37955
1.56,1.67,1.73,0.86,2021-11-25 02:57:44.165438,40018
1.56,1.65,1.71,0.81,2021-11-25 03:07:47.884598,21974
1.59,1.65,1.71,0.75,2021-11-25 03:07:51.676188,10063
1.56,1.69,1.72,0.88,2021-11-25 03:07:55.352191,37955
1.56,1.67,1.73,0.86,2021-11-25 03:07:59.114572,40018
1.56,1.65,1.71,0.81,2021-11-25 03:18:02.950552,21974
1.59,1.65,1.71,0.75,2021-11-25 03:18:12.013666,10063
1.56,1.69,1.72,0.88,2021-11-25 03:18:15.637701,37955
1.56,1.67,1.73,0.86,2021-11-25 03:18:19.155244,40018
1.56,1.65,1.71,0.81,2021-11-25 03:28:22.771826,21974
1.59,1.65,1.71,0.75,2021-11-25 03:28:26.566884,10063
1.56,1.69,1.72,0.88,2021-11-25 03:28:30.122270,37955
1.56,1.67,1.73,0.86,2021-11-25 03:28:33.713431,40018
1.56,1.65,1.71,0.81,2021-11-25 03:38:37.624193,21974
1.59,1.65,1.71,0.75,2021-11-25 03:38:41.448365,10063
1.56,1.69,1.72,0.88,2021-11-25 03:38:45.070696,37955
1.56,1.67,1.73,0.86,2021-11-25 03:38:48.932543,40018
1.56,1.65,1.71,0.81,2021-11-25 03:48:52.704359,21974
1.59,1.65,1.71,0.75,2021-11-25 03:48:56.254837,10063
1.56,1.69,1.72,0.88,2021-11-25 03:48:59.822668,37955
1.56,1.67,1.73,0.86,2021-11-25 03:49:03.644675,40018
1.56,1.65,1.71,0.81,2021-11-25 03:59:07.287463,21974
1.59,1.65,1.71,0.75,2021-11-25 03:59:10.857765,10063
1.56,1.69,1.72,0.88,2021-11-25 03:59:14.345156,37955
1.56,1.67,1.73,0.86,2021-11-25 03:59:17.795211,40018
1.56,1.66,1.72,0.81,2021-11-25 04:09:24.198302,21974
1.59,1.65,1.71,0.75,2021-11-25 04:09:28.433317,10063
1.56,1.69,1.72,0.88,2021-11-25 04:09:32.691018,37955
1.56,1.67,1.73,0.86,2021-11-25 04:09:36.109546,40018
1.56,1.66,1.72,0.81,2021-11-25 04:19:39.779981,21974
1.59,1.65,1.71,0.75,2021-11-25 04:19:43.545987,10063
1.56,1.69,1.72,0.88,2021-11-25 04:19:47.199650,37955
1.56,1.67,1.73,0.86,2021-11-25 04:19:50.701740,40018
1.56,1.66,1.72,0.81,2021-11-25 04:29:54.290581,21974
1.59,1.65,1.71,0.75,2021-11-25 04:29:58.094310,10063
1.56,1.69,1.72,0.88,2021-11-25 04:30:02.099015,37955
1.56,1.67,1.73,0.86,2021-11-25 04:30:05.803272,40018
1.56,1.65,1.71,0.81,2021-11-25 04:40:09.372526,21974
1.59,1.65,1.71,0.75,2021-11-25 04:40:13.004844,10063
1.56,1.69,1.72,0.88,2021-11-25 04:40:16.756140,37955
1.56,1.67,1.73,0.86,2021-11-25 04:40:20.592021,40018
1.56,1.65,1.71,0.81,2021-11-25 04:50:24.500594,21974
1.59,1.65,1.71,0.75,2021-11-25 04:50:29.070389,10063
1.56,1.69,1.72,0.88,2021-11-25 04:50:32.712296,37955
1.58,1.72,1.78,0.86,2021-11-25 04:50:36.469942,40018
1.56,1.65,1.71,0.81,2021-11-25 05:00:40.687580,21974
1.59,1.65,1.71,0.75,2021-11-25 05:00:44.501770,10063
1.56,1.69,1.72,0.88,2021-11-25 05:00:48.394275,37955
1.58,1.72,1.78,0.86,2021-11-25 05:00:51.998193,40018
1.57,1.68,1.74,0.81,2021-11-25 05:10:55.952005,21974
1.59,1.65,1.71,0.75,2021-11-25 05:10:59.606376,10063
1.56,1.69,1.72,0.88,2021-11-25 05:11:03.771138,37955
1.58,1.72,1.78,0.86,2021-11-25 05:11:07.338260,40018
1.57,1.68,1.74,0.81,2021-11-25 05:21:10.929427,21974
1.59,1.65,1.71,0.75,2021-11-25 05:21:14.628515,10063
1.56,1.69,1.72,0.88,2021-11-25 05:21:18.329311,37955
1.58,1.72,1.78,0.86,2021-11-25 05:21:22.385095,40018
1.57,1.68,1.74,0.81,2021-11-25 05:31:27.625909,21974
1.59,1.65,1.71,0.75,2021-11-25 05:31:31.315038,10063
1.56,1.69,1.72,0.88,2021-11-25 05:31:34.953738,37955
1.58,1.72,1.78,0.86,2021-11-25 05:31:38.595357,40018
1.57,1.68,1.74,0.81,2021-11-25 05:41:42.563463,21974
1.59,1.65,1.71,0.75,2021-11-25 05:41:46.095926,10063
1.56,1.69,1.72,0.88,2021-11-25 05:41:49.806116,37955
1.58,1.72,1.78,0.86,2021-11-25 05:41:53.306891,40018
1.57,1.68,1.74,0.81,2021-11-25 05:51:56.954437,21974
1.59,1.65,1.71,0.75,2021-11-25 05:52:01.904380,10063
1.56,1.69,1.72,0.88,2021-11-25 05:52:06.255834,37955
1.58,1.72,1.78,0.86,2021-11-25 05:52:10.202268,40018
1.57,1.68,1.74,0.81,2021-11-25 06:02:14.356251,21974
1.59,1.65,1.71,0.75,2021-11-25 06:02:18.227489,10063
1.56,1.69,1.72,0.88,2021-11-25 06:02:23.248391,37955
1.58,1.72,1.78,0.86,2021-11-25 06:02:27.016251,40018
1.57,1.71,1.77,0.81,2021-11-25 06:12:31.496889,21974
1.59,1.73,1.79,0.75,2021-11-25 06:12:35.790235,10063
1.56,1.69,1.72,0.88,2021-11-25 06:12:39.372330,37955
1.58,1.72,1.78,0.86,2021-11-25 06:12:42.928278,40018
1.57,1.71,1.77,0.81,2021-11-25 06:22:46.583301,21974
1.59,1.73,1.79,0.75,2021-11-25 06:22:50.517376,10063
1.56,1.69,1.72,0.88,2021-11-25 06:22:54.182811,37955
1.58,1.72,1.78,0.86,2021-11-25 06:22:57.759238,40018
1.57,1.71,1.77,0.81,2021-11-25 06:33:02.960121,21974
1.59,1.65,1.71,0.75,2021-11-25 06:33:07.184892,10063
1.56,1.69,1.72,0.88,2021-11-25 06:33:13.548020,37955
1.58,1.71,1.77,0.86,2021-11-25 06:33:17.563516,40018
1.57,1.71,1.77,0.81,2021-11-25 06:43:21.550810,21974
1.59,1.65,1.71,0.75,2021-11-25 06:43:25.893803,10063
1.56,1.69,1.72,0.88,2021-11-25 06:43:30.848005,37955
1.58,1.71,1.77,0.86,2021-11-25 06:43:34.584716,40018
1.57,1.71,1.77,0.81,2021-11-25 06:53:38.616842,21974
1.59,1.65,1.71,0.75,2021-11-25 06:53:46.582509,10063
1.56,1.69,1.72,0.88,2021-11-25 06:53:50.346182,37955
1.58,1.71,1.77,0.86,2021-11-25 06:53:54.155951,40018
1.57,1.71,1.77,0.81,2021-11-25 07:03:58.006798,21974
1.59,1.65,1.71,0.75,2021-11-25 07:04:02.488162,10063
1.56,1.69,1.72,0.88,2021-11-25 07:04:06.238669,37955
1.56,1.67,1.73,0.86,2021-11-25 07:04:10.288263,40018
1.57,1.71,1.77,0.81,2021-11-25 07:14:15.469453,21974
1.59,1.65,1.71,0.75,2021-11-25 07:14:19.048261,10063
1.56,1.69,1.72,0.88,2021-11-25 07:14:22.709387,37955
1.56,1.67,1.73,0.86,2021-11-25 07:14:26.627477,40018
1.53,1.71,1.77,0.81,2021-11-25 07:24:31.863473,21974
1.59,1.65,1.71,0.75,2021-11-25 07:24:36.324515,10063
1.56,1.69,1.72,0.88,2021-11-25 07:24:40.967778,37955
1.56,1.67,1.73,0.86,2021-11-25 07:24:45.011051,40018
1.53,1.71,1.77,0.81,2021-11-25 07:34:49.520853,21974
1.59,1.65,1.71,0.75,2021-11-25 07:34:54.226312,10063
1.56,1.69,1.72,0.88,2021-11-25 07:34:58.201945,37955
1.56,1.67,1.73,0.86,2021-11-25 07:35:03.089121,40018
1.52,1.66,1.72,0.81,2021-11-25 07:45:07.850497,21974
1.58,1.65,1.71,0.75,2021-11-25 07:45:11.483952,10063
1.56,1.69,1.72,0.88,2021-11-25 07:45:15.411876,37955
1.56,1.67,1.73,0.86,2021-11-25 07:45:19.012867,40018
1.52,1.64,1.70,0.81,2021-11-25 07:55:22.859228,21974
1.58,1.65,1.71,0.75,2021-11-25 07:55:28.159070,10063
1.56,1.69,1.72,0.88,2021-11-25 07:55:36.288153,37955
1.56,1.67,1.73,0.86,2021-11-25 07:55:40.448267,40018
1.52,1.64,1.70,0.81,2021-11-25 08:05:44.617479,21974
1.58,1.65,1.71,0.75,2021-11-25 08:05:48.597676,10063
1.56,1.69,1.72,0.88,2021-11-25 08:05:52.278945,37955
1.56,1.67,1.73,0.86,2021-11-25 08:05:55.930779,40018
1.52,1.64,1.70,0.81,2021-11-25 08:16:00.205504,21974
1.58,1.65,1.71,0.75,2021-11-25 08:16:05.706807,10063
1.56,1.69,1.72,0.88,2021-11-25 08:16:10.530500,37955
1.56,1.67,1.73,0.86,2021-11-25 08:16:14.568954,40018
1.52,1.64,1.70,0.81,2021-11-25 08:26:18.463141,21974
1.65,1.72,1.78,0.75,2021-11-25 08:26:22.698982,10063
1.56,1.69,1.72,0.88,2021-11-25 08:26:27.222764,37955
1.54,1.67,1.73,0.86,2021-11-25 08:26:31.904949,40018
1.57,1.69,1.75,0.81,2021-11-25 08:36:36.690986,21974
1.65,1.72,1.78,0.75,2021-11-25 08:36:41.937106,10063
1.56,1.69,1.72,0.88,2021-11-25 08:36:46.702850,37955
1.54,1.67,1.73,0.86,2021-11-25 08:36:51.265217,40018
1.58,1.70,1.76,0.81,2021-11-25 08:46:56.161858,21974
1.65,1.72,1.78,0.75,2021-11-25 08:47:00.225641,10063
1.56,1.69,1.72,0.88,2021-11-25 08:47:04.756084,37955
1.59,1.72,1.78,0.86,2021-11-25 08:47:08.685399,40018
1.58,1.70,1.76,0.81,2021-11-25 08:57:13.073961,21974
1.65,1.72,1.78,0.75,2021-11-25 08:57:17.159651,10063
1.56,1.69,1.72,0.88,2021-11-25 08:57:21.193463,37955
1.59,1.72,1.78,0.86,2021-11-25 08:57:25.842793,40018
1.59,1.70,1.76,0.81,2021-11-25 09:07:30.148512,21974
1.65,1.72,1.78,0.75,2021-11-25 09:07:33.894783,10063
1.56,1.69,1.72,0.88,2021-11-25 09:07:38.575942,37955
1.59,1.72,1.78,0.86,2021-11-25 09:07:42.253812,40018
1.59,1.70,1.76,0.81,2021-11-25 09:17:46.151784,21974
1.65,1.72,1.78,0.75,2021-11-25 09:17:50.741947,10063
1.56,1.69,1.72,0.88,2021-11-25 09:17:54.324603,37955
1.59,1.72,1.78,0.86,2021-11-25 09:17:58.200455,40018
1.59,1.70,1.76,0.81,2021-11-25 09:28:03.657525,21974
1.65,1.72,1.78,0.75,2021-11-25 09:28:08.303425,10063
1.56,1.69,1.72,0.88,2021-11-25 09:28:12.628530,37955
1.59,1.72,1.78,0.86,2021-11-25 09:28:16.338306,40018
1.54,1.70,1.76,0.81,2021-11-25 09:38:20.531700,21974
1.65,1.72,1.78,0.75,2021-11-25 09:38:24.507915,10063
1.56,1.69,1.72,0.88,2021-11-25 09:38:28.091982,37955
1.56,1.67,1.73,0.86,2021-11-25 09:38:32.280314,40018
1.54,1.70,1.76,0.81,2021-11-25 09:48:36.277656,21974
1.65,1.72,1.78,0.75,2021-11-25 09:48:40.845427,10063
1.56,1.69,1.72,0.88,2021-11-25 09:48:45.099506,37955
1.54,1.67,1.73,0.86,2021-11-25 09:48:49.146566,40018
1.54,1.65,1.71,0.81,2021-11-25 09:58:53.378099,21974
1.65,1.72,1.78,0.75,2021-11-25 09:58:57.570143,10063
1.56,1.69,1.72,0.88,2021-11-25 09:59:02.029333,37955
1.54,1.67,1.73,0.86,2021-11-25 09:59:05.648532,40018
1.53,1.63,1.69,0.81,2021-11-25 10:09:10.041839,21974
1.62,1.70,1.76,0.75,2021-11-25 10:09:14.513481,10063
1.56,1.69,1.72,0.88,2021-11-25 10:09:19.084022,37955
1.54,1.67,1.73,0.86,2021-11-25 10:09:23.464916,40018
1.53,1.63,1.69,0.81,2021-11-25 10:19:28.015474,21974
1.62,1.70,1.76,0.75,2021-11-25 10:19:32.139417,10063
1.56,1.69,1.72,0.88,2021-11-25 10:19:35.917088,37955
1.54,1.67,1.73,0.86,2021-11-25 10:19:39.963609,40018
1.52,1.63,1.69,0.81,2021-11-25 10:29:43.849132,21974
1.62,1.70,1.76,0.75,2021-11-25 10:29:48.063904,10063
1.56,1.69,1.72,0.88,2021-11-25 10:29:52.340452,37955
1.54,1.67,1.73,0.86,2021-11-25 10:29:56.254007,40018
1.52,1.63,1.69,0.81,2021-11-25 10:40:00.538039,21974
1.62,1.69,1.75,0.75,2021-11-25 10:40:05.677624,10063
1.56,1.69,1.72,0.88,2021-11-25 10:40:09.507400,37955
1.54,1.67,1.73,0.86,2021-11-25 10:40:17.201536,40018
1.52,1.63,1.69,0.81,2021-11-25 10:50:23.104698,21974
1.62,1.69,1.75,0.75,2021-11-25 10:50:27.526079,10063
1.56,1.69,1.72,0.88,2021-11-25 10:50:31.428791,37955
1.53,1.67,1.73,0.86,2021-11-25 10:50:36.091045,40018
1.52,1.63,1.69,0.81,2021-11-25 11:00:41.308745,21974
1.58,1.69,1.75,0.75,2021-11-25 11:00:48.909681,10063
1.56,1.69,1.72,0.88,2021-11-25 11:00:52.905190,37955
1.53,1.65,1.71,0.86,2021-11-25 11:00:57.719964,40018
1.52,1.62,1.68,0.81,2021-11-25 11:11:02.706616,21974
1.58,1.69,1.75,0.75,2021-11-25 11:11:06.609329,10063
1.56,1.69,1.72,0.88,2021-11-25 11:11:10.832049,37955
1.53,1.65,1.71,0.86,2021-11-25 11:11:14.375381,40018
1.51,1.62,1.68,0.81,2021-11-25 11:21:18.303086,21974
1.64,1.75,1.81,0.75,2021-11-25 11:21:22.354830,10063
1.56,1.69,1.72,0.88,2021-11-25 11:21:26.575608,37955
1.53,1.64,1.70,0.86,2021-11-25 11:21:31.144378,40018
1.52,1.62,1.68,0.81,2021-11-25 11:31:35.735845,21974
1.64,1.75,1.81,0.75,2021-11-25 11:31:39.833122,10063
1.56,1.69,1.72,0.88,2021-11-25 11:31:43.746120,37955
1.53,1.64,1.70,0.86,2021-11-25 11:31:47.966610,40018
1.56,1.66,1.72,0.81,2021-11-25 11:41:52.281364,21974
1.64,1.75,1.81,0.75,2021-11-25 11:41:56.365103,10063
1.56,1.69,1.72,0.88,2021-11-25 11:42:00.794844,37955
1.53,1.64,1.70,0.86,2021-11-25 11:42:04.647888,40018
1.56,1.66,1.72,0.81,2021-11-25 11:52:08.904368,21974
1.64,1.75,1.81,0.75,2021-11-25 11:52:15.309657,10063
1.56,1.69,1.72,0.88,2021-11-25 11:52:19.506204,37955
1.57,1.68,1.74,0.86,2021-11-25 11:52:23.649268,40018
1.56,1.66,1.72,0.81,2021-11-25 12:02:29.416673,21974
1.64,1.75,1.81,0.75,2021-11-25 12:02:34.261643,10063
1.56,1.69,1.72,0.88,2021-11-25 12:02:38.548379,37955
1.53,1.64,1.70,0.86,2021-11-25 12:02:42.990869,40018
1.56,1.66,1.72,0.81,2021-11-25 12:12:48.059671,21974
1.60,1.71,1.77,0.75,2021-11-25 12:12:52.921497,10063
1.56,1.69,1.72,0.88,2021-11-25 12:12:58.406464,37955
1.53,1.64,1.70,0.86,2021-11-25 12:13:03.376464,40018
1.56,1.66,1.72,0.81,2021-11-25 12:23:08.466307,21974
1.60,1.71,1.77,0.75,2021-11-25 12:23:12.470312,10063
1.56,1.69,1.72,0.88,2021-11-25 12:23:16.435424,37955
1.53,1.64,1.70,0.86,2021-11-25 12:23:20.647588,40018
1.56,1.66,1.72,0.81,2021-11-25 12:33:24.881454,21974
1.60,1.71,1.77,0.75,2021-11-25 12:33:30.099122,10063
1.56,1.69,1.72,0.88,2021-11-25 12:33:34.923776,37955
1.53,1.64,1.70,0.86,2021-11-25 12:33:38.462860,40018
1.52,1.65,1.71,0.81,2021-11-25 12:43:42.246585,21974
1.60,1.71,1.77,0.75,2021-11-25 12:43:46.398004,10063
1.56,1.69,1.72,0.88,2021-11-25 12:43:50.530098,37955
1.52,1.64,1.70,0.86,2021-11-25 12:43:54.202406,40018
1.52,1.65,1.71,0.81,2021-11-25 12:53:58.193315,21974
1.60,1.71,1.77,0.75,2021-11-25 12:54:02.799186,10063
1.56,1.69,1.72,0.88,2021-11-25 12:54:06.335955,37955
1.52,1.64,1.70,0.86,2021-11-25 12:54:10.762510,40018
1.52,1.65,1.71,0.81,2021-11-25 13:04:14.760847,21974
1.60,1.71,1.77,0.75,2021-11-25 13:04:18.616866,10063
1.56,1.69,1.72,0.88,2021-11-25 13:04:22.297947,37955
1.52,1.64,1.70,0.86,2021-11-25 13:04:26.465646,40018
1.51,1.64,1.70,0.81,2021-11-25 13:14:30.305851,21974
1.60,1.71,1.77,0.75,2021-11-25 13:14:33.996345,10063
1.56,1.69,1.72,0.88,2021-11-25 13:14:40.332828,37955
1.52,1.64,1.70,0.86,2021-11-25 13:14:43.859127,40018
1.51,1.64,1.70,0.81,2021-11-25 13:24:48.290544,21974
1.60,1.71,1.77,0.75,2021-11-25 13:24:52.175562,10063
1.56,1.69,1.72,0.88,2021-11-25 13:24:56.109509,37955
1.51,1.64,1.70,0.86,2021-11-25 13:24:59.896061,40018
1.51,1.62,1.68,0.81,2021-11-25 13:35:04.323846,21974
1.56,1.70,1.76,0.75,2021-11-25 13:35:08.983444,10063
1.56,1.69,1.72,0.88,2021-11-25 13:35:13.237433,37955
1.51,1.64,1.70,0.86,2021-11-25 13:35:16.899584,40018
1.50,1.61,1.67,0.81,2021-11-25 13:45:20.881234,21974
1.56,1.69,1.75,0.75,2021-11-25 13:45:25.324732,10063
1.56,1.69,1.72,0.88,2021-11-25 13:45:29.224502,37955
1.51,1.64,1.70,0.86,2021-11-25 13:45:34.157800,40018
1.50,1.61,1.67,0.81,2021-11-25 13:55:38.472580,21974
1.56,1.69,1.75,0.75,2021-11-25 13:55:43.019446,10063
1.56,1.69,1.72,0.88,2021-11-25 13:55:47.424382,37955
1.51,1.64,1.70,0.86,2021-11-25 13:55:51.133640,40018
1.50,1.61,1.67,0.81,2021-11-25 14:05:54.980911,21974
1.56,1.67,1.73,0.75,2021-11-25 14:05:58.864849,10063
1.56,1.69,1.72,0.88,2021-11-25 14:06:04.518130,37955
1.50,1.64,1.70,0.86,2021-11-25 14:06:09.263844,40018
1.49,1.61,1.67,0.81,2021-11-25 14:16:13.309824,21974
1.56,1.67,1.73,0.75,2021-11-25 14:16:18.064252,10063
1.56,1.69,1.72,0.88,2021-11-25 14:16:21.809284,37955
1.50,1.64,1.70,0.86,2021-11-25 14:16:25.984017,40018
1.49,1.61,1.67,0.81,2021-11-25 14:26:30.813445,21974
1.60,1.71,1.77,0.75,2021-11-25 14:26:36.391160,10063
1.56,1.69,1.72,0.88,2021-11-25 14:26:40.535416,37955
1.50,1.64,1.70,0.86,2021-11-25 14:26:44.507717,40018
1.53,1.65,1.71,0.81,2021-11-25 14:36:48.331196,21974
1.60,1.71,1.77,0.75,2021-11-25 14:36:51.932465,10063
1.56,1.69,1.72,0.88,2021-11-25 14:36:55.686700,37955
1.49,1.64,1.70,0.86,2021-11-25 14:37:00.480577,40018
1.53,1.65,1.71,0.81,2021-11-25 14:47:04.880189,21974
1.60,1.71,1.77,0.75,2021-11-25 14:47:10.371197,10063
1.55,1.67,1.70,0.88,2021-11-25 14:47:14.499670,37955
1.49,1.64,1.70,0.86,2021-11-25 14:47:18.341942,40018
1.54,1.65,1.71,0.81,2021-11-25 14:57:26.164778,21974
1.60,1.71,1.77,0.75,2021-11-25 14:57:30.035007,10063
1.55,1.67,1.70,0.88,2021-11-25 14:57:34.936014,37955
1.53,1.66,1.72,0.86,2021-11-25 14:57:42.538505,40018
1.54,1.65,1.71,0.81,2021-11-25 15:07:46.663605,21974
1.60,1.71,1.77,0.75,2021-11-25 15:07:50.576539,10063
1.55,1.67,1.70,0.88,2021-11-25 15:07:54.639472,37955
1.49,1.62,1.68,0.86,2021-11-25 15:07:59.962638,40018
1.54,1.65,1.71,0.81,2021-11-25 15:18:03.863337,21974
1.60,1.71,1.77,0.75,2021-11-25 15:18:07.821288,10063
1.55,1.67,1.70,0.88,2021-11-25 15:18:13.019904,37955
1.49,1.62,1.68,0.86,2021-11-25 15:18:18.358413,40018
1.53,1.64,1.70,0.81,2021-11-25 15:28:24.449736,21974
1.55,1.68,1.74,0.75,2021-11-25 15:28:28.524160,10063
1.55,1.67,1.70,0.88,2021-11-25 15:28:33.653402,37955
1.49,1.62,1.68,0.86,2021-11-25 15:28:38.362320,40018
1.53,1.64,1.70,0.81,2021-11-25 15:38:44.500154,21974
1.55,1.68,1.74,0.75,2021-11-25 15:38:49.917641,10063
1.55,1.67,1.70,0.88,2021-11-25 15:38:55.279109,37955
1.49,1.62,1.68,0.86,2021-11-25 15:39:00.986737,40018
1.53,1.64,1.70,0.81,2021-11-25 15:49:05.363292,21974
1.55,1.68,1.74,0.75,2021-11-25 15:49:09.599671,10063
1.55,1.67,1.70,0.88,2021-11-25 15:49:16.572503,37955
1.48,1.59,1.65,0.86,2021-11-25 15:49:22.415683,40018
1.51,1.64,1.70,0.81,2021-11-25 15:59:27.481030,21974
1.55,1.68,1.74,0.75,2021-11-25 15:59:31.771050,10063
1.55,1.67,1.70,0.88,2021-11-25 15:59:39.441784,37955
1.48,1.59,1.65,0.86,2021-11-25 15:59:46.166485,40018
1.51,1.64,1.70,0.81,2021-11-25 16:09:52.586883,21974
1.55,1.68,1.74,0.75,2021-11-25 16:09:56.761763,10063
1.55,1.67,1.70,0.88,2021-11-25 16:10:02.225465,37955
1.48,1.59,1.65,0.86,2021-11-25 16:10:06.544107,40018
1.51,1.63,1.69,0.81,2021-11-25 16:20:11.760725,21974
1.56,1.69,1.75,0.75,2021-11-25 16:20:16.550913,10063
1.55,1.67,1.70,0.88,2021-11-25 16:20:20.985531,37955
1.48,1.59,1.65,0.86,2021-11-25 16:20:26.333608,40018
1.51,1.63,1.69,0.81,2021-11-25 16:30:32.258618,21974
1.56,1.69,1.75,0.75,2021-11-25 16:30:39.847538,10063
1.55,1.67,1.70,0.88,2021-11-25 16:30:44.623872,37955
1.48,1.59,1.65,0.86,2021-11-25 16:30:49.198298,40018
1.53,1.65,1.71,0.81,2021-11-25 16:40:53.637167,21974
1.56,1.69,1.75,0.75,2021-11-25 16:40:58.058533,10063
1.55,1.67,1.70,0.88,2021-11-25 16:41:01.866664,37955
1.48,1.59,1.65,0.86,2021-11-25 16:41:06.028477,40018
1.53,1.66,1.72,0.81,2021-11-25 16:51:10.383238,21974
1.56,1.69,1.75,0.75,2021-11-25 16:51:14.812540,10063
1.55,1.67,1.70,0.88,2021-11-25 16:51:19.339996,37955
1.50,1.61,1.67,0.86,2021-11-25 16:51:24.237734,40018
1.53,1.66,1.72,0.81,2021-11-25 17:01:28.001649,21974
1.56,1.69,1.75,0.75,2021-11-25 17:01:36.112179,10063
1.55,1.67,1.70,0.88,2021-11-25 17:01:41.168675,37955
1.48,1.60,1.66,0.86,2021-11-25 17:01:46.804548,40018
1.51,1.64,1.70,0.81,2021-11-25 17:11:51.317353,21974
1.56,1.69,1.75,0.75,2021-11-25 17:11:55.976378,10063
1.55,1.67,1.70,0.88,2021-11-25 17:12:03.232165,37955
1.48,1.60,1.66,0.86,2021-11-25 17:12:10.326610,40018
1.51,1.64,1.70,0.81,2021-11-25 17:22:16.019603,21974
1.56,1.69,1.75,0.75,2021-11-25 17:22:21.233456,10063
1.55,1.67,1.70,0.88,2021-11-25 17:22:26.495021,37955
1.48,1.60,1.66,0.86,2021-11-25 17:22:31.179710,40018
1.51,1.64,1.70,0.81,2021-11-25 17:32:36.066044,21974
1.56,1.69,1.75,0.75,2021-11-25 17:32:40.657619,10063
1.55,1.67,1.70,0.88,2021-11-25 17:32:44.573819,37955
1.47,1.59,1.65,0.86,2021-11-25 17:32:48.780889,40018
1.51,1.64,1.70,0.81,2021-11-25 17:42:52.638993,21974
1.56,1.69,1.75,0.75,2021-11-25 17:42:56.668616,10063
1.55,1.67,1.70,0.88,2021-11-25 17:43:00.384241,37955
1.47,1.59,1.65,0.86,2021-11-25 17:43:04.898458,40018
1.50,1.63,1.69,0.81,2021-11-25 17:53:09.097320,21974
1.54,1.68,1.74,0.75,2021-11-25 17:53:13.590489,10063
1.55,1.67,1.70,0.88,2021-11-25 17:53:17.669276,37955
1.47,1.59,1.65,0.86,2021-11-25 17:53:22.728445,40018
1.50,1.63,1.69,0.81,2021-11-25 18:03:26.203510,21974
1.54,1.68,1.74,0.75,2021-11-25 18:03:30.104495,10063
1.55,1.67,1.70,0.88,2021-11-25 18:03:34.264842,37955
1.47,1.59,1.65,0.86,2021-11-25 18:03:37.834256,40018
1.49,1.61,1.67,0.81,2021-11-25 18:13:41.490932,21974
1.54,1.68,1.74,0.75,2021-11-25 18:13:49.220195,10063
1.55,1.67,1.70,0.88,2021-11-25 18:13:53.443993,37955
1.47,1.59,1.65,0.86,2021-11-25 18:13:58.132448,40018
1.49,1.61,1.67,0.81,2021-11-25 18:24:03.238262,21974
1.56,1.72,1.78,0.75,2021-11-25 18:24:15.303687,10063
1.55,1.67,1.70,0.88,2021-11-25 18:24:22.141991,37955
1.47,1.59,1.65,0.86,2021-11-25 18:24:29.092686,40018
1.50,1.61,1.67,0.81,2021-11-25 18:34:36.787788,21974
1.56,1.72,1.78,0.75,2021-11-25 18:34:41.425184,10063
1.55,1.67,1.70,0.88,2021-11-25 18:34:45.359242,37955
1.47,1.59,1.65,0.86,2021-11-25 18:34:49.016385,40018
1.53,1.64,1.70,0.81,2021-11-25 18:44:52.888683,21974
1.56,1.72,1.78,0.75,2021-11-25 18:44:56.971733,10063
1.55,1.67,1.70,0.88,2021-11-25 18:45:01.923657,37955
1.47,1.59,1.65,0.86,2021-11-25 18:45:05.879919,40018
1.52,1.64,1.70,0.81,2021-11-25 18:55:09.596587,21974
1.56,1.72,1.78,0.75,2021-11-25 18:55:13.384434,10063
1.55,1.67,1.70,0.88,2021-11-25 18:55:19.506416,37955
1.50,1.62,1.68,0.86,2021-11-25 18:55:23.194932,40018
1.52,1.61,1.67,0.81,2021-11-25 19:05:27.923435,21974
1.56,1.72,1.78,0.75,2021-11-25 19:05:32.716270,10063
1.55,1.67,1.70,0.88,2021-11-25 19:05:36.757611,37955
1.50,1.62,1.68,0.86,2021-11-25 19:05:40.676318,40018
1.52,1.61,1.67,0.81,2021-11-25 19:15:44.637443,21974
1.57,1.69,1.75,0.75,2021-11-25 19:15:50.808444,10063
1.55,1.67,1.70,0.88,2021-11-25 19:15:55.282606,37955
1.48,1.60,1.66,0.86,2021-11-25 19:16:00.660944,40018
1.52,1.61,1.67,0.81,2021-11-25 19:26:06.995454,21974
1.53,1.63,1.69,0.75,2021-11-25 19:26:12.149212,10063
1.55,1.67,1.70,0.88,2021-11-25 19:26:17.260485,37955
1.48,1.60,1.66,0.86,2021-11-25 19:26:21.171201,40018
